solID,rn,coef,xDecompAgg,xDecompPerc,xDecompMeanNon0,xDecompMeanNon0Perc,xDecompAggRF,xDecompPercRF,xDecompMeanNon0RF,xDecompMeanNon0PercRF,pos,spend_share_refresh,effect_share_refresh,mape,nrmse,decomp.rssd,rsq_train,lambda,iterPar,iterNG,df.int,trial,iterations,robynPareto,total_spend,mean_spend,spend_share,effect_share,roi_mean,roi_total,cpa_total,mean_response,next_unit_response
1_17_4,competitor_sales_B,0.146327816182359,71622324.6471154,0.433919189740591,778503.528772993,0.248340165074199,71622324.6471154,0.433919189740591,778503.528772993,0.248340165074199,TRUE,,,0,0.0601906922483776,0.152098549927882,0.930525852224164,292550.965809729,4,17,1,1,100,1,,,,,,,,,
1_17_4,events,0.914134576380272,1116854.34808031,0.00676638933691441,1116854.34808031,0.356273007012891,1116854.34808031,0.00676638933691441,1116854.34808031,0.356273007012891,TRUE,,,0,0.0601906922483776,0.152098549927882,0.930525852224164,292550.965809729,4,17,1,1,100,1,,,,,,,,,
1_17_4,facebook_I,91346.7105991744,2160982.95457167,0.013092174504402,23488.9451583878,0.00749289926437027,2160982.95457167,0.013092174504402,23488.9451583878,0.00749289926437027,TRUE,0.181827675117088,0.110031020837656,0,0.0601906922483776,0.152098549927882,0.930525852224164,292550.965809729,4,17,1,1,100,1,5988890.41190929,136111.145725211,0.181827675117088,0.110031020837656,0.273933873630431,0.36083194146856,2.77137327679493,37285.4533927831,0.000234511040616781
1_17_4,holiday,1.00896036844083,4570786.14142968,0.0276918101826309,285674.133839355,0.0911291457688192,4570786.14142968,0.0276918101826309,285674.133839355,0.0911291457688192,TRUE,,,0,0.0601906922483776,0.152098549927882,0.930525852224164,292550.965809729,4,17,1,1,100,1,,,,,,,,,
1_17_4,newsletter,217938.140259064,4668068.03504966,0.0282811862000109,50739.8699461919,0.016185858140092,4668068.03504966,0.0282811862000109,50739.8699461919,0.016185858140092,TRUE,,,0,0.0601906922483776,0.152098549927882,0.930525852224164,292550.965809729,4,17,1,1,100,1,,,,,,,,,
1_17_4,ooh_S,216661.908169778,4294008.23869588,0.026014969283036,46674.0025945204,0.0148888593058345,4294008.23869588,0.026014969283036,46674.0025945204,0.0148888593058345,TRUE,0.310911157955088,0.218638517712261,0,0.0601906922483776,0.152098549927882,0.930525852224164,292550.965809729,4,17,1,1,100,1,10240536,262577.846153846,0.310911157955088,0.218638517712261,0.292229879689974,0.419314793551419,2.38484311877104,76733.092390791,0.184345054658479
1_17_4,print_S,289609.013369335,3008306.73838735,0.0182256304698813,32698.986286819,0.0104308732743015,3008306.73838735,0.0182256304698813,32698.986286819,0.0104308732743015,TRUE,0.0848043521333921,0.153174304645623,0,0.0601906922483776,0.152098549927882,0.930525852224164,292550.965809729,4,17,1,1,100,1,2793216,77589.3333333333,0.0848043521333921,0.153174304645623,0.978907323375934,1.07700469222121,0.928501061529831,75952.7666158565,1.65057243006595
1_17_4,search_clicks_P,73419.6165261807,2924187.04950574,0.0177159968127698,31784.6418424537,0.0101392002865036,2924187.04950574,0.0177159968127698,31784.6418424537,0.0101392002865036,TRUE,0.111321014032676,0.14889117264747,0,0.0601906922483776,0.152098549927882,0.930525852224164,292550.965809729,4,17,1,1,100,1,3666600,47618.1818181818,0.111321014032676,0.14889117264747,0.626560653582373,0.797520059320825,1.25388695658841,29835.6791224043,0.702393082417984
1_17_4,season,0.35627922566264,-2873977.38754957,-0.0174118048455234,-31238.884647278,-0.00996510546620915,-2873977.38754957,-0.0174118048455234,-31238.884647278,-0.00996510546620915,FALSE,,,0,0.0601906922483776,0.152098549927882,0.930525852224164,292550.965809729,4,17,1,1,100,1,,,,,,,,,
1_17_4,trend,0.238641731429999,66315314.8001473,0.40176701618175,720818.639132036,0.229938867602496,66315314.8001473,0.40176701618175,720818.639132036,0.229938867602496,TRUE,,,0,0.0601906922483776,0.152098549927882,0.930525852224164,292550.965809729,4,17,1,1,100,1,,,,,,,,,
1_17_4,tv_S,570081.361605461,7252276.04368767,0.0439374421335373,78829.0874313878,0.0251462297367025,7252276.04368767,0.0439374421335373,78829.0874313878,0.0251462297367025,TRUE,0.311135800761756,0.36926498415699,0,0.0601906922483776,0.152098549927882,0.930525852224164,292550.965809729,4,17,1,1,100,1,10247935.1,256198.3775,0.311135800761756,0.36926498415699,0.219050882326111,0.707681691279219,1.41306467628459,56120.4806418932,0.341405587743793
